word,valence,arousal,dominance,n_collapsed
roam,4.89,4.2,6.42,1
roar,5.37,6.15,5.88,1
roast,5.67,4.025,5.470000000000001,1
rob,2.1,5.54,3.57,1
robber,2.9,6.2,3.92,1
robbery,2.76,6.32,2.67,1
robe,5.53,3.1,5.7,1
robin,6.63,2.64,4.35,1
robot,6.18,4.43,5.14,1
robotic,5.0,4.574999999999999,4.970000000000001,1
robust,6.1,5.24,5.76,1
rock,5.72,3.14,5.26,1
rocker,5.65,5.67,6.0,1
rocket,5.8,5.04,5.57,1
rod,4.95,3.05,5.19,1
rodent,3.56,3.83,4.06,1
rodeo,4.57,5.19,5.08,1
roe,4.18,4.04,5.32,1
rogue,3.89,5.04,4.63,1
role,5.1,4.4,5.36,1
roll,5.72,3.9,5.11,1
roller,5.35,3.15,4.95,1
rollercoaster,6.75,6.64,3.78,1
roman,5.55,4.36,5.78,1
romance,7.28,6.06,5.0,1
romantic,7.61,5.12,6.45,1
romp,6.79,5.8,5.61,1
roof,4.48,3.4,7.05,1
rooftop,5.42,3.44,5.65,1
rook,5.58,3.41,4.21,1
rookie,5.25,3.5,3.91,1
room,5.6,3.29,5.43,1
roomful,5.8,3.68,5.26,1
roommate,5.29,4.13,4.52,1
roomy,6.6,3.4,6.64,1
roost,5.16,3.82,5.81,1
rooster,5.53,4.57,5.09,1
root,5.33,3.62,6.05,1
root beer,6.11,3.81,5.05,1
rope,4.955,3.84,5.5600000000000005,1
rosary,5.26,3.36,4.5,1
rosemary,6.37,3.59,6.19,1
roster,4.71,3.09,6.12,1
rot,2.65,4.72,3.54,1
rotary,4.7,3.5,5.12,1
rotate,5.24,3.35,5.0,1
rotation,5.0,4.1,5.43,1
rotor,3.95,3.25,5.32,1
rotten,2.43,4.9,3.37,1
rotunda,5.74,3.05,4.93,1
rouge,5.55,4.18,5.48,1
rough,3.68,5.43,4.88,1
roughneck,3.74,4.64,6.33,1
roulette,4.37,5.48,3.56,1
round,5.89,2.5,4.78,1
roundabout,5.05,3.19,5.48,1
roundup,4.63,4.0,5.5,1
rouse,5.295,5.3100000000000005,5.255,1
route,5.86,3.83,5.23,1
routine,4.95,3.15,6.27,1
rove,4.744999999999999,3.72,5.345000000000001,1
row,5.45,3.58,5.965,1
rowboat,5.4,2.56,6.05,1
rowdy,4.16,4.88,4.7,1
royal,5.25,4.23,6.32,1
royalty,5.52,4.32,5.68,1
rub,6.63,4.35,6.78,1
rubber,4.37,4.14,5.38,1
rubbish,3.39,4.1,4.76,1
rubble,3.65,3.86,4.42,1
rubdown,6.52,4.24,5.05,1
ruby,6.79,4.05,6.0,1
ruckus,4.35,6.27,5.11,1
rudder,5.11,3.25,5.5,1
ruddy,4.65,4.33,5.0,1
rude,2.04,4.7,3.8,1
rudeness,2.57,6.2,3.62,1
rudimentary,4.45,3.0,5.28,1
ruff,4.86,5.04,5.23,1
ruffian,4.21,5.38,4.39,1
ruffle,5.19,3.64,5.31,1
rug,5.0,3.24,5.68,1
rugby,5.94,4.1,5.61,1
rugged,5.1,4.1,5.36,1
ruin,2.32,5.4,5.16,1
ruination,3.53,4.27,3.74,1
rule,4.359999999999999,4.095,4.54,1
ruler,5.0,4.47,6.62,1
rum,5.57,4.96,6.17,1
rumba,5.95,4.59,5.29,1
rumble,5.0,4.5,4.94,1
rummage,4.95,4.1,4.85,1
rumor,3.14,3.85,5.36,1
rump,5.81,4.79,5.09,1
rumpus,4.96,4.45,5.0,1
run,6.470000000000001,5.38,5.665,1
runaround,4.14,5.14,4.04,1
runaway,4.05,3.95,4.41,1
rundown,3.79,3.55,3.46,1
runner,5.68,5.05,5.9,1
running shoes,5.84,3.78,5.88,1
runny,4.14,3.81,4.23,1
runt,4.77,4.32,4.0,1
runway,4.74,4.33,4.94,1
rupture,3.21,5.26,3.32,1
rural,5.95,3.15,5.57,1
ruse,3.76,3.58,3.89,1
rush,4.05,6.55,6.79,1
rust,4.05,3.42,4.0,1
rusted,3.27,4.09,4.26,1
rustic,6.0,4.45,5.08,1
rustle,4.16,3.88,5.62,1
rustler,4.21,4.5,4.33,1
rusty,3.5,4.24,4.51,1
rut,2.9,3.87,4.0,1
ruthless,3.67,6.0,4.04,1
rye,5.45,3.78,5.45,1
sabbatical,6.0,2.75,5.76,1
saber,4.5,4.48,5.61,1
sabotage,2.0,5.15,3.64,1
saboteur,4.0,3.86,4.85,1
sac,4.35,2.85,3.55,1
sack,5.11,4.24,5.0,1
sacrament,5.61,3.35,4.24,1
sacred,6.95,5.0,5.12,1
sacrifice,4.76,4.95,5.6,1
sacrificial,3.2,5.94,4.46,1
sacrilege,3.64,4.85,4.71,1
sacrilegious,4.09,4.11,3.71,1
sad,2.1,3.49,3.84,1
saddle,4.95,3.1,5.25,1
sadist,2.11,5.0,4.32,1
sadistic,2.62,5.25,3.43,1
sadness,2.4,2.81,3.84,1
safari,6.15,5.67,5.65,1
safe,7.7,3.14,7.21,1
safeguard,5.5,3.17,4.94,1
safekeeping,6.48,2.95,6.3,1
safety,7.14,3.8,6.47,1
saffron,6.17,3.0,5.4,1
sag,3.58,3.0,3.54,1
saga,6.4,5.09,5.26,1
sage,5.79,3.33,5.25,1
saggy,2.62,3.04,4.94,1
sail,6.84,3.74,6.37,1
sailboat,6.81,2.5,6.05,1
sailor,6.1,3.87,6.09,1
saint,6.4,3.48,5.82,1
sainted,5.44,3.45,5.91,1
sake,5.28,3.2,5.17,1
salad,6.35,3.78,6.11,1
salami,4.83,4.8,6.32,1
salary,6.42,4.86,5.05,1
sale,6.23,6.05,6.16,1
salesgirl,6.26,4.45,5.63,1
salesman,4.1,3.0,5.05,1
saline,4.76,3.2,5.26,1
saliva,4.25,4.0,4.82,1
salmon,6.48,3.87,4.81,1
salmonella,2.55,4.33,3.56,1
salon,5.58,3.76,5.52,1
saloon,5.45,3.35,3.68,1
salsa,6.0,5.41,5.88,1
salt,5.785,4.285,5.675,1
saltwater,4.71,3.58,4.26,1
salty,5.1,3.94,5.14,1
salute,6.22,4.38,6.4,1
salvage,5.16,4.57,5.74,1
salvation,6.94,3.55,5.67,1
salve,4.62,3.44,5.24,1
samba,5.95,4.5,5.88,1
sample,5.76,2.87,5.71,1
samurai,5.5,5.24,6.91,1
sanatorium,3.33,4.11,3.09,1
sanctimonious,4.37,4.9,5.09,1
sanction,4.43,4.4,5.14,1
sanctity,5.43,3.79,5.64,1
sanctuary,7.05,2.64,6.15,1
sanctum,5.09,3.74,6.21,1
sand,6.16,3.43,4.82,1
sandbox,5.75,3.4,6.1,1
sander,5.4,3.29,5.46,1
sandman,4.9,3.55,5.0,1
sandpaper,4.95,3.13,5.67,1
sandstorm,4.19,4.32,4.26,1
sandwich,7.18,4.94,5.57,1
sane,6.73,3.81,6.1,1
sanitarium,3.36,4.1,3.68,1
sanitary,6.33,3.09,7.44,1
sanitation,4.76,4.3,6.33,1
sanity,5.95,4.05,6.22,1
sap,4.19,3.92,4.77,1
sapiens,5.81,2.95,5.62,1
sapphire,6.92,4.88,6.0,1
sappy,4.43,3.3,4.12,1
sarcasm,4.81,5.29,5.72,1
sarcastic,4.24,5.19,5.35,1
sarcophagus,4.81,3.7,4.58,1
sardine,4.24,3.95,5.38,1
sarsaparilla,5.4,3.08,5.15,1
sash,5.48,4.0,5.5,1
sashimi,4.77,5.11,4.43,1
sassafras,5.48,3.67,5.48,1
sassy,5.19,5.16,6.32,1
satanic,1.94,5.26,3.92,1
satchel,5.21,3.36,5.46,1
satellite,5.56,5.17,4.53,1
satin,6.24,3.7,5.58,1
satire,5.81,3.73,5.63,1
satisfaction,7.18,3.18,6.44,1
satisfactory,6.62,3.14,6.12,1
satisfied,7.16,3.95,6.26,1
satisfy,7.285,5.18,6.53,1
saturated,4.77,4.95,5.14,1
saturation,4.42,3.86,4.64,1
satyr,4.05,4.14,5.25,1
sauce,6.58,3.95,5.85,1
saucer,5.16,3.7,4.91,1
saucy,6.11,5.62,6.25,1
sauerkraut,5.5,3.9,5.12,1
sauna,5.68,4.95,5.77,1
sausage,6.32,4.8,6.27,1
savage,4.29,4.68,4.22,1
savannah,6.05,3.5,5.86,1
savant,5.11,4.45,5.44,1
save,7.26,4.62,6.34,1
saver,6.44,2.68,5.84,1
savings,7.67,2.86,6.85,1
savior,6.59,4.37,5.23,1
savor,6.7,3.64,6.67,1
savvy,6.4,4.23,6.44,1
sawdust,5.32,2.95,4.96,1
sawmill,4.57,4.9,4.72,1
sax,6.16,3.4,5.62,1
saxophone,6.32,4.67,5.74,1
sayonara,5.22,3.15,4.92,1
scab,3.1,3.15,3.52,1
scaffold,4.78,4.11,5.24,1
scalding,3.02,5.21,3.91,1
scale,5.06,3.8,5.17,1
scalp,3.75,3.82,5.74,1
scalpel,3.95,4.48,4.23,1
scam,2.53,4.64,3.74,1
scamp,5.16,4.14,4.55,1
scampi,5.86,3.58,5.0,1
scan,5.47,4.09,5.63,1
scandal,3.63,5.64,3.88,1
scandalous,3.32,5.85,4.52,1
scanner,5.57,4.0,5.33,1
scapegoat,3.0,4.8,3.65,1
scar,3.71,6.55,4.1,1
scarce,3.37,3.9,4.04,1
scare,3.55,7.1,4.58,1
scarecrow,5.19,3.16,5.37,1
scared,2.8,6.1,4.2,1
scarf,6.0,2.39,6.39,1
scary,3.0,5.35,3.7,1
scat,3.68,5.33,5.17,1
scatter,3.9,4.52,4.21,1
scavenger,3.85,5.14,4.29,1
scenario,5.58,2.91,5.96,1
scene,5.94,1.95,5.29,1
scenery,6.18,4.43,5.63,1
scenic,6.9,3.88,6.37,1
scent,6.5,5.05,5.31,1
scented,6.42,4.19,5.0,1
scepter,5.1,3.6,5.04,1
schedule,4.71,3.35,6.95,1
schematic,4.63,3.6,5.36,1
scheme,3.8,5.57,4.71,1
schilling,5.25,2.8,4.76,1
schizophrenia,3.42,6.76,3.35,1
schizophrenic,2.91,5.41,3.1,1
schlep,4.55,3.59,5.07,1
schmuck,3.95,4.95,4.44,1
schnapps,5.79,4.65,5.42,1
schnitzel,5.55,4.46,5.33,1
scholar,6.33,4.25,6.04,1
scholarly,6.43,5.4,6.17,1
scholarship,6.76,5.8,6.08,1
scholastic,6.63,3.8,6.67,1
school,5.41,4.57,5.88,1
schoolboy,5.53,2.89,4.48,1
schoolgirl,5.91,4.86,5.9,1
schoolhouse,6.0,3.2,4.57,1
schooling,6.2,4.52,5.5,1
schoolmaster,4.95,3.24,4.8,1
schoolteacher,5.14,3.95,5.23,1
schoolwork,4.71,4.09,5.81,1
schoolyard,5.41,5.37,5.14,1
schooner,4.95,2.29,5.38,1
science,6.32,5.25,6.74,1
scientific,5.95,4.22,6.12,1
scientist,5.83,4.14,6.68,1
scintillating,6.5,5.1,5.64,1
scissors,5.03,4.02,6.89,1
scoff,3.47,3.4,5.7,1
scold,2.77,4.19,4.59,1
scone,5.62,4.35,5.48,1
scoop,5.24,3.39,6.11,1
scoot,5.74,4.24,5.13,1
scooter,5.42,3.72,5.35,1
scope,5.17,3.48,4.83,1
scorch,3.495,4.94,4.965,1
score,6.5,6.35,7.32,1
scoreboard,5.4,4.59,5.4,1
scorer,5.42,3.64,6.41,1
scorn,3.07,4.53,4.05,1
scornful,2.5,4.71,5.04,1
scorpion,3.68,6.45,4.67,1
scotch,5.89,4.2,5.32,1
scoundrel,3.25,6.26,4.88,1
scour,4.89,4.09,5.32,1
scourge,4.13,4.91,4.25,1
scout,6.0,4.52,5.32,1
scowl,3.24,4.56,4.74,1
scrabble,6.14,3.52,6.56,1
scram,3.57,3.65,4.5,1
scramble,5.205,4.32,4.675,1
scrambler,4.86,3.44,5.21,1
scrap,4.71,3.43,5.18,1
scrapbook,5.71,3.9,6.91,1
scrape,3.74,4.5,4.41,1
scrappy,4.0,4.78,4.78,1
scratch,4.95,4.35,4.5,1
scratchy,3.65,4.82,4.58,1
scrawny,3.89,4.26,3.61,1
scream,3.02,6.74,4.51,1
screamer,3.68,6.52,4.96,1
screech,3.5,6.05,4.88,1
screen,5.16,4.115,5.915,1
screenplay,5.65,4.09,6.0,1
screenwriter,6.21,3.64,5.59,1
screw,5.24,5.4,5.16,1
screwball,4.57,4.05,4.58,1
screwdriver,5.76,3.8,6.09,1
screwy,3.86,4.19,4.84,1
scribble,5.21,3.76,5.6,1
scrimmage,4.91,5.63,4.75,1
script,5.42,3.65,4.67,1
scripture,5.47,2.89,5.15,1
scroll,5.32,3.86,5.82,1
scrotum,4.8,4.62,5.24,1
scrounge,3.67,4.05,4.43,1
scrounger,3.65,5.75,5.15,1
scrub,4.53,3.95,5.17,1
scruffy,4.42,4.38,5.18,1
scrumptious,7.2,4.95,5.85,1
scrutiny,3.83,4.05,3.56,1
scuba,5.86,3.86,5.05,1
scuff,3.26,3.82,4.33,1
scuffle,3.78,4.41,5.5,1
scullery,4.47,3.53,3.91,1
sculptor,5.91,4.87,6.05,1
sculpture,6.5,3.48,5.62,1
scum,2.12,5.2,4.87,1
scumbag,2.48,5.1,2.73,1
scurry,2.95,4.59,4.13,1
scurvy,2.76,5.18,4.12,1
scuttle,4.5,3.86,4.93,1
sea,6.56,2.8,5.22,1
seaboard,5.75,3.45,5.95,1
seafood,6.45,4.73,5.54,1
seagull,5.27,2.9,4.41,1
seal,5.0,2.5,5.63,1
seam,5.25,3.5,5.33,1
seaman,5.28,4.3,5.6,1
seamstress,5.6,3.18,5.45,1
search,5.56,3.85,5.0,1
searchlight,5.35,3.65,5.45,1
seashore,7.68,3.0,6.0,1
seasick,1.89,5.0,2.39,1
seaside,7.67,4.41,5.76,1
season,6.9350000000000005,3.475,6.355,1
seasonal,6.58,4.3,4.68,1
seasoning,6.38,2.55,6.04,1
seat,5.275,2.955,5.545,1
seatbelt,5.79,3.55,4.79,1
seawater,5.95,3.0,4.48,1
seaweed,4.52,3.9,5.14,1
sec,4.74,2.95,4.52,1
secluded,5.21,3.45,4.39,1
seclusion,3.91,3.23,5.05,1
second,5.23,3.48,5.35,1
second cousin,6.11,4.04,4.16,1
secondary,4.77,3.85,4.96,1
secondhand,5.53,3.77,3.93,1
secrecy,4.15,5.18,5.08,1
secret,5.33,4.14,5.41,1
secretary,5.18,3.8,6.68,1
Secretary of State,4.29,3.52,5.85,1
secretive,4.15,5.73,5.81,1
sect,3.81,3.5,4.71,1
section,5.05,3.75,6.0,1
sector,4.67,4.0,5.18,1
secular,4.81,3.52,5.09,1
secure,7.08,3.6,7.0,1
security,6.41,4.19,6.0,1
sedan,5.05,3.39,6.0,1
sedate,4.8,4.0,4.76,1
sedation,4.38,3.48,4.12,1
sedative,4.89,3.45,4.21,1
sediment,5.11,2.91,4.43,1
sedition,3.86,4.13,4.57,1
seduce,6.74,6.23,6.18,1
seducer,3.84,6.33,5.57,1
seduction,6.86,7.16,4.9,1
seductive,6.2,6.52,5.85,1
seed,6.09,3.66,5.515000000000001,1
seedy,3.86,4.05,4.7,1
seek,6.25,3.9,6.16,1
seeker,6.33,4.95,5.85,1
seer,5.35,3.77,5.41,1
seesaw,6.5,4.58,5.14,1
segment,4.63,3.61,5.29,1
segregation,3.05,4.09,3.59,1
seismic,4.45,4.32,3.78,1
seize,3.79,4.06,5.18,1
seizure,3.05,4.67,3.59,1
select,6.1,4.05,5.46,1
selection,5.1,3.95,6.82,1
selective,5.21,3.95,6.45,1
selectman,4.84,2.8,4.55,1
selenium,4.86,2.71,4.5,1
self,6.86,4.78,7.74,1
selfish,3.3,4.57,5.32,1
selfishness,2.95,4.57,4.94,1
selfless,7.11,4.52,6.63,1
sell,5.33,4.19,5.88,1
seller,4.82,4.09,4.68,1
sellout,3.74,3.83,3.5,1
seltzer,4.33,2.9,4.4,1
semantics,5.0,4.21,5.11,1
semblance,5.0,3.83,5.1,1
semen,3.85,5.0,4.16,1
semester,5.0,4.2,4.95,1
semi,5.57,3.32,4.95,1
semiautomatic,4.68,6.32,4.35,1
seminar,5.2,3.74,4.82,1
seminary,5.64,3.81,5.12,1
senate,3.38,3.63,3.52,1
senator,4.395,3.825,5.095,1
send,6.18,3.43,5.94,1
sender,6.43,3.24,5.45,1
senile,3.14,3.68,3.0,1
senior,4.79,3.44,5.26,1
seniority,5.0,3.55,6.2,1
senor,5.24,4.25,6.48,1
senorita,7.1,5.4,5.77,1
sensation,6.14,4.96,5.89,1
sensational,7.21,5.7,6.37,1
sense,6.09,3.7,6.29,1
senseless,3.32,3.96,3.36,1
sensibility,6.2,3.45,6.45,1
sensible,6.74,3.72,6.0,1
sensitive,6.33,3.68,5.0,1
sensitivity,5.5,5.3,5.42,1
sensor,4.6,3.47,5.05,1
sensory,6.15,4.52,5.96,1
sensual,7.4,6.35,6.31,1
sensuality,6.71,5.45,6.26,1
sensuous,5.79,5.86,5.61,1
sentence,5.13,3.09,6.53,1
sentencing,3.61,4.57,3.53,1
sentient,5.16,3.64,5.5,1
sentiment,6.2,3.54,5.32,1
sentimental,6.27,2.95,6.73,1
sentimentality,6.0,3.55,5.71,1
sentinel,4.38,3.45,4.44,1
sentry,4.16,3.59,4.7,1
separate,3.95,3.91,4.14,1
separation,3.05,3.67,4.0,1
septic,3.5,3.76,3.05,1
sequel,5.76,3.35,4.9,1
sequence,5.84,2.9,5.92,1
serenade,6.43,3.32,6.58,1
serendipity,6.95,3.23,5.22,1
serene,6.9,4.67,6.5,1
serenity,7.75,2.95,5.97,1
sergeant,3.89,5.1,3.83,1
serial,3.45,4.33,5.86,1
serialize,4.25,3.95,5.15,1
series,5.23,3.62,6.05,1
seriousness,4.33,3.9,5.41,1
sermon,4.86,3.1,5.32,1
serpent,3.45,4.83,3.59,1
serum,4.1,3.78,5.38,1
servant,4.0,3.77,4.71,1
serve,5.36,3.7,6.47,1
server,5.35,3.71,5.14,1
service,6.83,2.95,5.33,1
servitude,3.0,4.5,2.46,1
sesame,5.45,3.95,5.91,1
session,5.1,3.38,5.21,1
set,5.23,3.1,5.81,1
setback,3.22,3.95,3.36,1
settle,5.62,3.4,6.16,1
settlement,5.67,3.36,4.93,1
setup,4.35,4.65,4.72,1
seven,4.9,3.8,5.64,1
seventeen,5.9,3.38,4.56,1
seventy,4.55,3.48,5.19,1
sever,3.52,5.39,4.38,1
severance,3.89,3.32,3.68,1
severe,3.21,5.43,4.05,1
severity,3.8,5.48,5.21,1
sew,5.67,4.35,5.77,1
sewage,2.33,4.09,3.89,1
sewer,2.9,3.39,4.12,1
sewing,5.05,3.45,6.26,1
sex,6.73,7.6,6.17,1
sexist,3.4,5.72,4.08,1
sexual,6.64,6.95,7.0,1
sexuality,5.95,7.14,6.74,1
sexy,7.42,6.8,6.0,1
shabby,4.11,4.05,3.71,1
shack,3.89,3.33,4.35,1
shade,5.91,2.91,6.25,1
shadow,5.07,3.1,4.41,1
shadowy,4.48,4.48,3.86,1
shady,3.71,4.29,4.96,1
shaft,4.86,4.65,5.32,1
shag,5.38,4.95,4.86,1
shake,4.59,5.2,6.37,1
shakedown,4.05,5.55,4.7,1
shaker,5.19,3.58,5.7,1
shaky,3.16,4.33,3.8,1
shall,5.86,3.52,5.89,1
shallow,4.615,2.76,5.585,1
sham,2.98,3.685000000000001,3.375,1
shaman,5.21,4.17,4.69,1
shame,2.62,5.4,5.21,1
shameful,3.0,4.81,4.35,1
shameless,3.89,4.17,4.58,1
shampoo,5.75,3.18,6.32,1
shank,3.4,4.9,4.09,1
shanty,3.14,4.56,4.5,1
shape,5.41,3.6,5.84,1
shard,4.05,4.18,3.89,1
share,6.22,3.2,6.44,1
shareholder,4.48,2.96,4.94,1
shark,4.02,5.27,4.87,1
sharp,5.24,6.0,4.92,1
sharpen,5.67,4.74,5.67,1
sharpshooter,4.26,5.62,4.75,1
shatter,3.555,5.145,4.6,1
shave,4.9,3.11,6.19,1
shaver,5.39,4.22,5.44,1
shawl,4.9,3.35,5.24,1
shear,5.21,3.57,5.15,1
sheath,4.85,4.05,5.95,1
shed,5.37,3.64,5.59,1
sheep,5.32,2.95,4.42,1
sheepdog,6.4,3.91,5.37,1
sheer,5.38,5.55,5.44,1
sheet,5.57,2.64,5.0,1
sheik,5.15,4.39,4.92,1
shelf,5.62,3.09,6.0,1
shell,6.05,3.23,5.62,1
shellfish,5.0,2.9,5.09,1
shelter,6.5,3.25,6.11,1
sheltered,5.39,3.14,4.1,1
shepherd,5.75,3.05,5.72,1
sherbet,6.36,4.65,6.37,1
sheriff,4.44,4.3,3.67,1
sherry,5.95,3.65,5.25,1
shield,5.91,3.65,6.41,1
shift,4.95,3.82,5.38,1
shifty,3.37,4.78,4.72,1
shilling,5.36,3.76,5.32,1
shimmer,6.88,4.85,5.435,1
shimmy,6.52,5.2,5.97,1
shin,5.465,3.785,5.88,1
shindig,6.9,5.8,6.19,1
shine,7.27,5.19,5.96,1
shiner,4.84,4.0,4.88,1
shingle,4.45,3.71,4.52,1
shiny,6.68,4.45,6.17,1
ship,5.869999999999999,4.175,5.96,1
shipment,5.26,3.91,6.05,1
shipshape,5.2,4.29,5.57,1
shipwreck,3.84,6.85,3.48,1
shipyard,5.05,3.52,4.65,1
shire,5.78,3.3,5.76,1
shirt,5.56,2.3,5.67,1
shit,3.91,5.67,4.59,1
shitfaced,4.65,6.05,3.23,1
shithead,2.37,6.0,3.96,1
shitload,4.76,6.19,5.09,1
shitty,2.3,5.45,4.1,1
shiver,3.61,4.65,3.04,1
shock,4.265,5.625,4.955,1
shocker,4.35,4.62,3.92,1
shoddy,4.14,4.8,4.83,1
shoe,5.83,2.985,5.915,1
shoelace,5.71,3.13,5.38,1
shoemaker,5.86,2.7,5.83,1
shoeshine,5.68,2.9,5.75,1
shoot,3.16,6.24,4.03,1
shooter,3.7,6.48,4.8,1
shootout,3.32,6.09,4.27,1
shop,5.89,4.76,5.72,1
shopkeeper,5.35,3.57,6.0,1
shoplifter,2.26,5.59,4.86,1
shoplifting,2.95,4.32,4.76,1
shopper,5.29,3.94,6.06,1
shoreline,6.29,4.42,5.81,1
short,5.8100000000000005,3.4250000000000003,5.48,1
short story,5.42,3.86,5.25,1
shortage,3.63,3.72,3.35,1
shortcake,6.89,4.14,5.5,1
shortcut,5.84,4.05,5.15,1
shorten,5.05,2.77,5.35,1
shorthand,4.9,4.44,5.45,1
shortness,3.75,4.48,4.41,1
shortstop,5.3,4.4,5.81,1
shortwave,5.3,4.33,4.21,1
shotgun,3.5,6.55,4.92,1
shoulder,5.1,2.96,4.81,1
shout,5.0,6.29,5.85,1
shove,3.1,3.83,4.41,1
shovel,4.8,3.5,6.42,1
showbiz,5.52,6.05,5.24,1
showboat,5.0,4.12,5.27,1
showcase,6.29,3.71,4.4,1
showdown,4.68,5.55,5.08,1
shower,7.19,4.15,7.47,1
showgirl,5.38,5.76,5.59,1
showoff,4.0,5.45,4.53,1
showroom,5.57,3.88,5.0,1
shrapnel,3.6,4.96,3.43,1
shred,4.53,3.7,5.32,1
shrew,3.83,3.87,4.48,1
shrewd,4.4,4.18,6.29,1
shriek,3.45,5.37,4.0,1
shrill,3.33,5.95,3.52,1
shrimp,6.95,3.78,5.23,1
shrine,5.38,3.35,5.31,1
shrink,4.0,3.42,3.7,1
shrivel,4.21,4.14,4.05,1
shroud,4.21,3.4,4.5,1
shrug,4.71,3.9,5.1,1
shrunken,3.58,4.43,4.36,1
shudder,4.1,4.48,4.16,1
shuffle,4.785,4.065,5.345,1
shuffleboard,4.77,3.92,5.65,1
shun,2.42,4.04,4.63,1
shunt,4.2,3.76,4.68,1
shut,4.5,4.05,5.61,1
shutdown,3.57,2.92,5.35,1
shuteye,5.47,3.06,4.59,1
shutter,4.7,3.38,5.28,1
shuttle,5.65,3.81,5.86,1
shy,5.16,3.33,4.5,1
shyness,4.43,3.0,5.9,1
shyster,3.68,4.0,3.35,1
sibling,7.27,5.16,4.81,1
sick,2.29,4.67,2.84,1
sickbay,3.65,4.18,4.81,1
sickening,2.53,5.05,3.8,1
sickle,3.95,3.5,4.32,1
sickly,3.16,4.41,3.85,1
sickness,2.4,3.95,2.8,1
sidearm,4.55,3.67,4.86,1
sidebar,4.95,3.85,4.89,1
sideburns,4.18,4.29,5.39,1
sidecar,6.11,4.73,4.5,1
sidekick,6.14,4.08,5.79,1
sideline,4.55,3.35,4.5,1
sideshow,4.86,5.0,5.58,1
sidewalk,5.67,3.65,6.19,1
sidewinder,4.26,5.09,4.23,1
siege,4.1,5.55,4.39,1
siesta,6.38,3.59,6.6,1
sift,5.09,3.67,5.43,1
sigh,4.29,2.91,5.0,1
sight,7.11,3.2,5.94,1
sighting,5.57,4.26,5.62,1
sightseeing,7.38,5.08,6.41,1
sigma,4.83,3.23,5.26,1
sign,5.27,3.19,5.38,1
signal,5.27,4.05,7.05,1
signature,5.57,3.3,6.88,1
significance,6.21,4.0,5.96,1
significant,6.6,4.9,6.0,1
signify,5.16,4.8,5.58,1
silence,5.25,3.48,6.26,1
silencer,3.9,3.57,4.0,1
silent,5.14,3.21,6.59,1
silhouette,6.1,3.14,5.2,1
silicon,5.1,4.05,6.19,1
silicone,4.26,3.44,5.24,1
silk,6.55,3.88,5.55,1
silken,6.38,2.7,5.8,1
silky,7.0,3.73,5.93,1
sill,5.0,3.36,5.41,1
silliness,6.27,5.13,6.21,1
silly,6.72,4.86,6.5,1
silo,4.59,2.9,4.83,1
silver,7.48,4.0,7.05,1
silverware,5.76,2.96,5.27,1
silvery,5.72,3.67,4.88,1
similar,5.86,3.43,5.8,1
similarity,6.05,3.14,5.12,1
simmer,5.86,3.18,5.41,1
simple,7.17,2.71,6.5,1
simpleton,4.53,3.18,4.11,1
simplicity,7.05,3.57,6.18,1
simplify,6.35,3.1,6.41,1
simplistic,6.43,3.88,6.16,1
simulate,5.695,4.725,5.305,1
simulation,5.67,3.83,4.81,1
simulator,5.9,3.82,5.43,1
simultaneous,5.57,3.48,5.59,1
sin,3.08,5.82,5.74,1
sincere,6.86,3.91,7.21,1
sincerity,7.9,4.42,6.19,1
sinful,3.37,5.76,4.09,1
sing,7.5,4.1,6.67,1
singer,6.9,4.86,5.79,1
single,5.39,3.85,4.83,1
singular,4.89,3.12,5.24,1
singularity,4.6,3.22,5.33,1
sinister,2.63,5.1,4.15,1
sink,4.62,3.7,4.1,1
sinker,4.84,3.45,3.96,1
sinner,3.25,5.38,5.67,1
sinus,3.57,3.23,4.78,1
sip,5.38,2.71,6.3,1
sir,5.45,4.33,5.11,1
sire,5.38,3.54,5.47,1
siren,3.8,6.1,4.88,1
sirloin,7.38,4.0,5.9,1
sissy,3.42,3.26,4.61,1
sister,7.0,3.86,5.59,1
sisterhood,5.68,4.33,4.88,1
sit,5.82,3.19,6.06,1
sitcom,6.1,3.29,4.9,1
site,5.22,3.55,6.09,1
sitter,4.89,2.73,4.68,1
situation,5.33,4.05,4.33,1
sixpence,4.62,3.52,5.22,1
sixteen,6.3,4.2,4.36,1
sizable,6.62,4.3,6.19,1
size,5.61,3.14,5.22,1
sizzle,6.14,4.39,4.85,1
ska,4.57,3.56,5.42,1
skate,6.74,4.48,4.84,1
skateboard,5.16,4.0,5.16,1
skater,6.16,3.95,5.24,1
skedaddle,5.24,4.11,5.05,1
skeet,4.25,5.1,5.42,1
skeletal,3.63,4.2,5.65,1
skeleton,4.37,4.55,4.64,1
skeptic,4.21,5.35,5.59,1
skeptical,3.58,5.45,5.26,1
skepticism,4.3,5.3,4.92,1
sketch,6.21,4.33,6.2,1
sketchy,4.09,4.96,4.58,1
skewer,5.37,4.81,5.83,1
ski,6.08,5.725,5.28,1
skid,4.0,4.45,4.4,1
skier,5.76,3.14,5.81,1
skijump,5.11,5.5,5.36,1
skill,6.65,4.94,7.41,1
skilled,7.05,5.0,7.43,1
skillet,5.85,3.24,5.33,1
skillful,6.86,4.42,6.75,1
skim,4.67,3.55,5.62,1
skimpy,4.65,4.0,5.28,1
skin,5.78,3.25,5.0,1
skinny,5.36,4.27,5.79,1
